Ticker,Name,Sector,Industry,Market Cap
SA,Seabridge Gold Inc.,Basic Materials,Gold,1227642880
AVAL,Grupo Aval Acciones y Valores S.A.,Financial Services,Banks - Regional,3418085888
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage,1088521344
FNA,"Paragon 28, Inc.",Healthcare,Medical Devices,1092732288
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1090671744
FBMS,"The First Bancshares, Inc.",Financial Services,Banks - Regional,1082385280
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,1089623424
PRG,"PROG Holdings, Inc.",Industrials,Rental & Leasing Services,1072657664
ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,1074522752
CSR,Centerspace,Real Estate,REIT - Residential,1125608576
AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,1084585344
BCSF,"Bain Capital Specialty Finance, Inc.",Financial Services,Asset Management,1070340864
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,Financial Services,Asset Management,1070984896
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,1057174976
DEC,Diversified Energy Company PLC,Energy,Oil & Gas E&P,961293184
DAO,"Youdao, Inc.",Consumer Defensive,Education & Training Services,999776384
